id,zanr
588,Young Adult

588,Fiction

589,Classics

589,Fiction

589,Historical Fiction

590,Nonfiction

590,Language

590,Writing

591,Fiction

591,Classics

591,Historical

592,Fiction

592,Contemporary

592,Thriller

593,Fiction

593,Contemporary

593,Literary Fiction

594,Classics

594,Fiction

594,Historical

595,Picture Books

595,Childrens

595,Classics

596,Fiction

596,France

596,Contemporary

597,Fiction

597,Horror

597,Thriller

598,Classics

598,Philosophy

598,Fiction

600,Mystery

600,Fiction

600,Classics

601,Poetry

601,Classics

601,Fiction

602,Sequential Art

602,Graphic Novels

602,Sequential Art

603,Fiction

603,Contemporary

603,Cultural

604,Classics

604,Fiction

604,Literature

605,Young Adult

605,Fantasy

605,Paranormal

606,Romance

606,Womens Fiction

606,Chick Lit

607,Classics

607,Fiction

607,Literature

608,Nonfiction

608,Animals

608,Autobiography

609,Classics

609,Plays

609,Drama

610,Fantasy

610,Young Adult

610,Fiction

611,Horror

611,Fiction

611,Paranormal

612,Classics

612,Fiction

612,German Literature

613,Historical

613,Historical Fiction

613,Fiction

615,Fantasy

615,Fiction

615,Horror

616,Science Fiction

616,Fiction

616,Science Fiction Fantasy

617,Classics

617,Fiction

617,Short Stories

619,Young Adult

619,Romance

619,Contemporary

620,Classics

620,Fiction

620,Cultural

621,Classics

621,Fiction

621,Romance

623,Fantasy

623,Young Adult

623,Fantasy

624,Novels

624,Fiction

624,Science Fiction

625,Historical Fiction

625,Young Adult

625,Fiction

626,Romance

626,Fiction

626,Adult Fiction

627,Nonfiction

627,History

627,Memoir

628,Fiction

628,Historical

628,Historical Fiction

629,Classics

629,Fiction

629,Literature

630,Contemporary

630,Nonfiction

630,Adult

631,Fiction

631,Philosophy

631,Classics

632,Young Adult

632,Dystopia

632,Science Fiction

633,Fiction

633,Short Stories

633,Classics

634,History

634,Nonfiction

634,Science

635,Fantasy

635,Fiction

635,Humor

637,Fiction

637,Science Fiction

637,Science Fiction

638,Young Adult

638,Science Fiction

638,Dystopia

639,Fiction

639,Classics

639,European Literature

640,Fiction

640,Contemporary

640,Literature

641,Horror

641,Fiction

641,Thriller

642,Fantasy

642,Young Adult

642,Paranormal

643,Classics

643,Fiction

643,Literature

644,Fiction

644,Historical

644,Historical Fiction

645,Classics

645,Fantasy

645,Fiction

646,Young Adult

646,Romance

646,Dystopia

647,Nonfiction

647,Memoir

647,Psychology

648,Childrens

648,Fiction

648,Humor

649,Fiction

649,Christian

649,Christian Fiction

650,History

650,Nonfiction

650,Politics

651,Food and Drink

651,Cookbooks

651,Food and Drink

652,Fiction

652,Historical Fiction

652,Classics

653,Science

653,Nonfiction

653,Philosophy

655,Nonfiction

655,Travel

655,Classics

656,Fiction

656,Novels

656,Young Adult

657,Psychology

657,Nonfiction

657,Death

658,Nonfiction

658,Biography

658,Memoir

659,Fantasy

659,Young Adult

659,Romance

660,Fiction

660,Contemporary

660,Psychology

661,Fiction

661,Historical

661,Historical Fiction

662,Fiction

662,Young Adult

662,Childrens

663,Fiction

663,Music
